level_0,level_1,level_2,Total Return ($),Total Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Treynor Ratio,Information Ratio,Max Drawdown (%),Max Drawdown Duration (days),Beta,Alpha,entry_threshold,lookback_window,p-value
"('entry_threshold', 2.4)","('lookback_window', 420)","('p-value', 0.01)",436.86,0.09,0.02,0.02,0.9,0.31,-3.43,-9.23,0.0,-0.01,692.0,-2e-05,0.0,2.4,420,0.01
"('entry_threshold', 2.2)","('lookback_window', 400)","('p-value', 0.01)",6451.18,1.29,0.28,0.34,0.82,0.26,-0.86,-11.13,0.02,-0.32,224.0,-0.00025,0.0,2.2,400,0.01
"('entry_threshold', 2.1)","('lookback_window', 560)","('p-value', 0.01)",807.02,0.16,0.03,0.05,0.75,,,-2.38,0.0,0.0,0.0,-0.00015,0.0,2.1,560,0.01
"('entry_threshold', 2.0)","('lookback_window', 560)","('p-value', 0.01)",807.02,0.16,0.03,0.05,0.75,,,-2.38,0.0,0.0,0.0,-0.00015,0.0,2.0,560,0.01
"('entry_threshold', 2.2)","('lookback_window', 540)","('p-value', 0.01)",1280.91,0.26,0.06,0.08,0.65,,,62.75,0.0,0.0,0.0,1e-05,0.0,2.2,540,0.01
"('entry_threshold', 2.1)","('lookback_window', 540)","('p-value', 0.01)",1280.91,0.26,0.06,0.08,0.65,,,62.74,0.0,0.0,0.0,1e-05,0.0,2.1,540,0.01
"('entry_threshold', 2.0)","('lookback_window', 540)","('p-value', 0.01)",1280.91,0.26,0.06,0.08,0.65,,,62.74,0.0,0.0,0.0,1e-05,0.0,2.0,540,0.01
"('entry_threshold', 1.6)","('lookback_window', 520)","('p-value', 0.01)",1281.12,0.26,0.06,0.08,0.65,,,62.76,0.0,0.0,0.0,1e-05,0.0,1.6,520,0.01
"('entry_threshold', 2.0)","('lookback_window', 520)","('p-value', 0.01)",1281.12,0.26,0.06,0.08,0.65,,,62.75,0.0,0.0,0.0,1e-05,0.0,2.0,520,0.01
"('entry_threshold', 1.7)","('lookback_window', 520)","('p-value', 0.01)",1281.12,0.26,0.06,0.08,0.65,,,62.73,0.0,0.0,0.0,1e-05,0.0,1.7,520,0.01
"('entry_threshold', 1.8)","('lookback_window', 520)","('p-value', 0.01)",1281.12,0.26,0.06,0.08,0.65,,,62.72,0.0,0.0,0.0,1e-05,0.0,1.8,520,0.01
"('entry_threshold', 1.9)","('lookback_window', 520)","('p-value', 0.01)",1281.12,0.26,0.06,0.08,0.65,,,62.78,0.0,0.0,0.0,1e-05,0.0,1.9,520,0.01
"('entry_threshold', 2.1)","('lookback_window', 520)","('p-value', 0.01)",1281.12,0.26,0.06,0.08,0.65,,,62.78,0.0,0.0,0.0,1e-05,0.0,2.1,520,0.01
"('entry_threshold', 2.3)","('lookback_window', 400)","('p-value', 0.01)",2233.75,0.45,0.1,0.15,0.63,0.07,-0.44,2.9,0.01,-0.22,224.0,0.00033,0.0,2.3,400,0.01
"('entry_threshold', 1.5)","('lookback_window', 520)","('p-value', 0.01)",2182.84,0.44,0.09,0.18,0.52,,-0.7,-1.5,0.01,-0.13,1.0,-0.00063,0.0,1.5,520,0.01
"('entry_threshold', 2.3)","('lookback_window', 280)","('p-value', 0.05)",10277.09,2.06,0.44,0.85,0.52,0.21,-0.3,-2.2,0.03,-1.48,751.0,-0.00201,0.0,2.3,280,0.05
"('entry_threshold', 1.7)","('lookback_window', 220)","('p-value', 0.01)",9084.92,1.82,0.39,0.79,0.49,0.25,-0.43,2.41,0.03,-0.91,879.0,0.00163,0.0,1.7,220,0.01
"('entry_threshold', 1.8)","('lookback_window', 220)","('p-value', 0.01)",8819.53,1.76,0.38,0.79,0.48,0.23,-0.4,2.71,0.03,-0.96,866.0,0.0014,0.0,1.8,220,0.01
"('entry_threshold', 1.5)","('lookback_window', 480)","('p-value', 0.01)",371.1,0.07,0.02,0.04,0.45,,-8.05,-92.27,0.0,-0.0,319.0,-0.0,0.0,1.5,480,0.01
"('entry_threshold', 1.6)","('lookback_window', 480)","('p-value', 0.01)",371.1,0.07,0.02,0.04,0.45,,-8.05,-92.07,0.0,-0.0,319.0,-0.0,0.0,1.6,480,0.01
"('entry_threshold', 1.9)","('lookback_window', 480)","('p-value', 0.01)",371.1,0.07,0.02,0.04,0.45,,-8.05,-92.12,0.0,-0.0,319.0,-0.0,0.0,1.9,480,0.01
"('entry_threshold', 1.7)","('lookback_window', 480)","('p-value', 0.01)",371.1,0.07,0.02,0.04,0.45,,-8.05,-92.22,0.0,-0.0,319.0,-0.0,0.0,1.7,480,0.01
"('entry_threshold', 1.8)","('lookback_window', 480)","('p-value', 0.01)",371.1,0.07,0.02,0.04,0.45,,-8.05,-92.12,0.0,-0.0,319.0,-0.0,0.0,1.8,480,0.01
"('entry_threshold', 1.7)","('lookback_window', 560)","('p-value', 0.01)",982.51,0.2,0.04,0.1,0.43,0.05,-0.23,-2.53,0.0,-0.19,413.0,-0.00017,0.0,1.7,560,0.01
"('entry_threshold', 1.6)","('lookback_window', 560)","('p-value', 0.01)",982.51,0.2,0.04,0.1,0.43,0.05,-0.23,-2.53,0.0,-0.19,413.0,-0.00017,0.0,1.6,560,0.01
"('entry_threshold', 1.5)","('lookback_window', 560)","('p-value', 0.01)",982.51,0.2,0.04,0.1,0.43,0.05,-0.23,-2.53,0.0,-0.19,413.0,-0.00017,0.0,1.5,560,0.01
"('entry_threshold', 1.7)","('lookback_window', 460)","('p-value', 0.01)",1810.59,0.36,0.08,0.19,0.42,0.11,-0.32,6.09,0.01,-0.24,688.0,0.00013,0.0,1.7,460,0.01
"('entry_threshold', 1.5)","('lookback_window', 460)","('p-value', 0.01)",1810.59,0.36,0.08,0.19,0.42,0.11,-0.32,6.09,0.01,-0.24,688.0,0.00013,0.0,1.5,460,0.01
"('entry_threshold', 1.6)","('lookback_window', 460)","('p-value', 0.01)",1810.59,0.36,0.08,0.19,0.42,0.11,-0.32,6.09,0.01,-0.24,688.0,0.00013,0.0,1.6,460,0.01
"('entry_threshold', 1.6)","('lookback_window', 440)","('p-value', 0.05)",10971.48,2.19,0.47,1.14,0.41,0.2,-0.3,-0.46,0.04,-1.58,674.0,-0.01025,0.01,1.6,440,0.05
"('entry_threshold', 1.7)","('lookback_window', 280)","('p-value', 0.05)",13177.41,2.64,0.57,1.51,0.37,0.25,-0.33,-15.01,0.04,-1.73,779.0,-0.00038,0.01,1.7,280,0.05
"('entry_threshold', 2.2)","('lookback_window', 360)","('p-value', 0.01)",4141.17,0.83,0.18,0.52,0.35,0.08,-0.23,4.22,0.01,-0.79,593.0,0.00042,0.0,2.2,360,0.01
"('entry_threshold', 1.8)","('lookback_window', 540)","('p-value', 0.01)",974.51,0.19,0.04,0.13,0.32,0.02,-0.22,-1.25,0.0,-0.2,458.0,-0.00034,0.0,1.8,540,0.01
"('entry_threshold', 1.9)","('lookback_window', 420)","('p-value', 0.1)",12328.72,2.47,0.53,1.74,0.3,0.19,-0.21,-0.24,0.04,-2.51,714.0,-0.02163,0.01,1.9,420,0.1
"('entry_threshold', 2.0)","('lookback_window', 220)","('p-value', 0.01)",4318.18,0.86,0.19,0.65,0.29,0.12,-0.24,1.63,0.01,-0.77,849.0,0.00115,0.0,2.0,220,0.01
"('entry_threshold', 1.8)","('lookback_window', 460)","('p-value', 0.01)",1019.02,0.2,0.04,0.15,0.29,0.06,-0.18,-4.28,0.0,-0.24,678.0,-0.0001,0.0,1.8,460,0.01
"('entry_threshold', 1.9)","('lookback_window', 460)","('p-value', 0.01)",1019.02,0.2,0.04,0.15,0.29,0.06,-0.18,-4.28,0.0,-0.24,678.0,-0.0001,0.0,1.9,460,0.01
"('entry_threshold', 2.4)","('lookback_window', 460)","('p-value', 0.05)",4024.96,0.8,0.17,0.6,0.29,0.06,-0.16,7.92,0.01,-1.06,605.0,0.00022,0.0,2.4,460,0.05
"('entry_threshold', 1.9)","('lookback_window', 220)","('p-value', 0.01)",4528.02,0.91,0.2,0.69,0.29,0.12,-0.21,0.99,0.02,-0.91,855.0,0.00198,0.0,1.9,220,0.01
"('entry_threshold', 2.1)","('lookback_window', 300)","('p-value', 0.01)",4285.17,0.86,0.19,0.65,0.28,0.1,-0.28,2.58,0.01,-0.66,817.0,0.00072,0.0,2.1,300,0.01
"('entry_threshold', 1.7)","('lookback_window', 420)","('p-value', 0.01)",2970.91,0.59,0.13,0.46,0.28,0.06,-0.21,-0.34,0.01,-0.62,640.0,-0.00381,0.0,1.7,420,0.01
"('entry_threshold', 1.8)","('lookback_window', 280)","('p-value', 0.05)",8863.22,1.77,0.38,1.42,0.27,0.17,-0.19,-205.64,0.03,-2.01,804.0,-2e-05,0.0,1.8,280,0.05
"('entry_threshold', 2.0)","('lookback_window', 440)","('p-value', 0.01)",1703.71,0.34,0.07,0.27,0.27,0.06,-0.15,-0.44,0.01,-0.49,703.0,-0.00167,0.0,2.0,440,0.01
"('entry_threshold', 1.5)","('lookback_window', 480)","('p-value', 0.05)",8505.58,1.7,0.37,1.34,0.27,0.16,-0.31,-0.83,0.03,-1.19,614.0,-0.00442,0.0,1.5,480,0.05
"('entry_threshold', 2.2)","('lookback_window', 460)","('p-value', 0.01)",920.73,0.18,0.04,0.15,0.26,0.05,-0.16,-2.58,0.0,-0.24,678.0,-0.00015,0.0,2.2,460,0.01
"('entry_threshold', 2.1)","('lookback_window', 460)","('p-value', 0.01)",920.73,0.18,0.04,0.15,0.26,0.05,-0.16,-2.58,0.0,-0.24,678.0,-0.00015,0.0,2.1,460,0.01
"('entry_threshold', 2.0)","('lookback_window', 460)","('p-value', 0.01)",920.73,0.18,0.04,0.15,0.26,0.05,-0.16,-2.58,0.0,-0.24,678.0,-0.00015,0.0,2.0,460,0.01
"('entry_threshold', 1.8)","('lookback_window', 500)","('p-value', 0.05)",4881.95,0.98,0.21,0.83,0.25,0.08,-0.18,-0.8,0.02,-1.2,549.0,-0.00263,0.0,1.8,500,0.05
"('entry_threshold', 1.8)","('lookback_window', 420)","('p-value', 0.01)",2602.69,0.52,0.11,0.45,0.25,0.05,-0.18,-0.3,0.01,-0.62,641.0,-0.00374,0.0,1.8,420,0.01
"('entry_threshold', 1.5)","('lookback_window', 540)","('p-value', 0.05)",8918.17,1.78,0.38,1.51,0.25,0.17,-0.26,2.61,0.03,-1.46,581.0,0.00147,0.0,1.5,540,0.05
"('entry_threshold', 2.1)","('lookback_window', 500)","('p-value', 0.1)",6915.39,1.38,0.3,1.23,0.24,0.09,-0.14,-0.54,0.02,-2.15,569.0,-0.00551,0.0,2.1,500,0.1
"('entry_threshold', 2.1)","('lookback_window', 500)","('p-value', 0.05)",3530.49,0.71,0.15,0.65,0.23,0.06,-0.18,21.77,0.01,-0.84,560.0,7e-05,0.0,2.1,500,0.05
"('entry_threshold', 2.3)","('lookback_window', 300)","('p-value', 0.01)",2139.54,0.43,0.09,0.43,0.22,0.05,-0.14,1.18,0.01,-0.66,635.0,0.00078,0.0,2.3,300,0.01
"('entry_threshold', 2.1)","('lookback_window', 480)","('p-value', 0.05)",3160.57,0.63,0.14,0.63,0.22,0.06,-0.22,-2.53,0.01,-0.63,540.0,-0.00054,0.0,2.1,480,0.05
"('entry_threshold', 1.7)","('lookback_window', 440)","('p-value', 0.05)",5294.8,1.06,0.23,1.04,0.22,0.09,-0.14,-0.21,0.02,-1.58,671.0,-0.01089,0.0,1.7,440,0.05
"('entry_threshold', 1.9)","('lookback_window', 540)","('p-value', 0.01)",603.45,0.12,0.03,0.13,0.21,0.01,-0.13,-0.78,0.0,-0.2,458.0,-0.00034,0.0,1.9,540,0.01
"('entry_threshold', 1.9)","('lookback_window', 400)","('p-value', 0.05)",5420.18,1.08,0.23,1.17,0.2,0.07,-0.17,-0.26,0.02,-1.42,736.0,-0.0089,0.0,1.9,400,0.05
"('entry_threshold', 1.6)","('lookback_window', 300)","('p-value', 0.01)",4296.55,0.86,0.19,0.99,0.19,0.08,-0.16,2.29,0.01,-1.18,822.0,0.00081,0.0,1.6,300,0.01
"('entry_threshold', 1.9)","('lookback_window', 440)","('p-value', 0.01)",1198.71,0.24,0.05,0.28,0.19,0.05,-0.09,-0.31,0.0,-0.59,703.0,-0.00166,0.0,1.9,440,0.01
"('entry_threshold', 1.6)","('lookback_window', 500)","('p-value', 0.05)",5126.26,1.03,0.22,1.23,0.18,0.09,-0.17,-0.94,0.02,-1.29,571.0,-0.00235,0.0,1.6,500,0.05
"('entry_threshold', 2.1)","('lookback_window', 480)","('p-value', 0.1)",3974.1,0.79,0.17,0.96,0.18,0.07,-0.08,-8.21,0.01,-2.16,606.0,-0.00021,0.0,2.1,480,0.1
"('entry_threshold', 1.9)","('lookback_window', 480)","('p-value', 0.1)",4831.41,0.97,0.21,1.15,0.18,0.09,-0.07,-0.65,0.02,-2.8,626.0,-0.0032,0.0,1.9,480,0.1
"('entry_threshold', 1.9)","('lookback_window', 420)","('p-value', 0.01)",1587.82,0.32,0.07,0.4,0.17,0.03,-0.11,-0.24,0.01,-0.62,709.0,-0.00285,0.0,1.9,420,0.01
"('entry_threshold', 1.6)","('lookback_window', 540)","('p-value', 0.05)",5281.39,1.06,0.23,1.35,0.17,0.1,-0.16,4.46,0.02,-1.45,576.0,0.00051,0.0,1.6,540,0.05
"('entry_threshold', 1.8)","('lookback_window', 440)","('p-value', 0.1)",6473.6,1.29,0.28,1.69,0.17,0.09,-0.11,-0.28,0.02,-2.59,652.0,-0.01014,0.0,1.8,440,0.1
"('entry_threshold', 1.5)","('lookback_window', 480)","('p-value', 0.1)",7735.63,1.55,0.33,2.01,0.17,0.13,-0.07,-0.26,0.03,-4.53,599.0,-0.01268,0.01,1.5,480,0.1
"('entry_threshold', 1.5)","('lookback_window', 220)","('p-value', 0.01)",3003.91,0.6,0.13,0.79,0.17,0.08,-0.1,0.62,0.01,-1.36,928.0,0.0021,0.0,1.5,220,0.01
"('entry_threshold', 2.0)","('lookback_window', 400)","('p-value', 0.05)",3804.95,0.76,0.16,0.99,0.17,0.07,-0.12,-0.24,0.01,-1.42,711.0,-0.00694,0.0,2.0,400,0.05
"('entry_threshold', 2.3)","('lookback_window', 280)","('p-value', 0.1)",7299.69,1.46,0.31,1.94,0.16,0.06,-0.07,-2.2,0.02,-4.33,772.0,-0.00143,0.0,2.3,280,0.1
"('entry_threshold', 1.9)","('lookback_window', 300)","('p-value', 0.01)",3341.2,0.67,0.14,0.91,0.16,0.05,-0.12,16.01,0.01,-1.19,821.0,9e-05,0.0,1.9,300,0.01
"('entry_threshold', 2.0)","('lookback_window', 420)","('p-value', 0.1)",5568.2,1.11,0.24,1.53,0.16,0.09,-0.08,-0.18,0.02,-3.09,627.0,-0.01354,0.0,2.0,420,0.1
"('entry_threshold', 2.2)","('lookback_window', 300)","('p-value', 0.01)",1851.43,0.37,0.08,0.54,0.15,0.04,-0.12,-1.86,0.01,-0.66,814.0,-0.00043,0.0,2.2,300,0.01
"('entry_threshold', 1.5)","('lookback_window', 440)","('p-value', 0.05)",3841.61,0.77,0.17,1.19,0.14,0.07,-0.09,-0.17,0.01,-1.95,684.0,-0.00951,0.0,1.5,440,0.05
"('entry_threshold', 2.1)","('lookback_window', 440)","('p-value', 0.1)",4353.79,0.87,0.19,1.36,0.14,0.05,-0.09,-0.35,0.01,-2.06,679.0,-0.0053,0.0,2.1,440,0.1
"('entry_threshold', 1.7)","('lookback_window', 300)","('p-value', 0.01)",3179.52,0.64,0.14,0.95,0.14,0.05,-0.11,1.51,0.01,-1.21,830.0,0.00091,0.0,1.7,300,0.01
"('entry_threshold', 2.0)","('lookback_window', 500)","('p-value', 0.1)",4076.62,0.82,0.18,1.29,0.14,0.05,-0.07,-0.29,0.01,-2.37,573.0,-0.00599,0.0,2.0,500,0.1
"('entry_threshold', 2.1)","('lookback_window', 280)","('p-value', 0.05)",3714.29,0.74,0.16,1.18,0.14,0.06,-0.1,-8.29,0.01,-1.68,825.0,-0.00019,0.0,2.1,280,0.05
"('entry_threshold', 1.7)","('lookback_window', 280)","('p-value', 0.01)",2176.7,0.44,0.09,0.74,0.13,0.05,-0.1,-1.75,0.01,-0.97,827.0,-0.00054,0.0,1.7,280,0.01
"('entry_threshold', 1.8)","('lookback_window', 460)","('p-value', 0.05)",2993.43,0.6,0.13,1.0,0.13,0.04,-0.08,-0.48,0.01,-1.59,621.0,-0.00268,0.0,1.8,460,0.05
"('entry_threshold', 2.4)","('lookback_window', 280)","('p-value', 0.01)",1198.7,0.24,0.05,0.4,0.13,0.03,-0.1,-0.66,0.0,-0.51,785.0,-0.00079,0.0,2.4,280,0.01
"('entry_threshold', 2.0)","('lookback_window', 300)","('p-value', 0.01)",2323.64,0.46,0.1,0.75,0.13,0.04,-0.08,27.59,0.01,-1.19,824.0,4e-05,0.0,2.0,300,0.01
"('entry_threshold', 2.0)","('lookback_window', 440)","('p-value', 0.1)",4345.34,0.87,0.19,1.47,0.13,0.06,-0.07,-0.27,0.01,-2.63,641.0,-0.00684,0.0,2.0,440,0.1
"('entry_threshold', 2.0)","('lookback_window', 280)","('p-value', 0.1)",6682.89,1.34,0.29,2.49,0.12,0.07,-0.06,-4.44,0.02,-5.21,830.0,-0.00065,0.0,2.0,280,0.1
"('entry_threshold', 2.0)","('lookback_window', 400)","('p-value', 0.1)",4717.82,0.94,0.2,1.65,0.12,0.07,-0.08,-0.1,0.02,-2.53,715.0,-0.0209,0.01,2.0,400,0.1
"('entry_threshold', 1.6)","('lookback_window', 420)","('p-value', 0.1)",6725.18,1.35,0.29,2.32,0.12,0.08,-0.07,-0.13,0.02,-4.22,718.0,-0.02252,0.01,1.6,420,0.1
"('entry_threshold', 1.8)","('lookback_window', 440)","('p-value', 0.05)",2651.36,0.53,0.11,0.98,0.12,0.04,-0.07,-0.11,0.01,-1.56,701.0,-0.01047,0.0,1.8,440,0.05
"('entry_threshold', 2.0)","('lookback_window', 480)","('p-value', 0.1)",3015.02,0.6,0.13,1.05,0.12,0.06,-0.06,-0.91,0.01,-2.19,627.0,-0.00143,0.0,2.0,480,0.1
"('entry_threshold', 2.2)","('lookback_window', 380)","('p-value', 0.01)",1548.85,0.31,0.07,0.62,0.11,0.02,-0.05,-0.27,0.01,-1.24,770.0,-0.00252,0.0,2.2,380,0.01
"('entry_threshold', 1.8)","('lookback_window', 300)","('p-value', 0.01)",2279.69,0.46,0.1,0.92,0.11,0.03,-0.08,1.58,0.01,-1.19,823.0,0.00062,0.0,1.8,300,0.01
"('entry_threshold', 2.3)","('lookback_window', 280)","('p-value', 0.01)",1055.84,0.21,0.05,0.4,0.11,0.03,-0.09,-0.59,0.0,-0.5,786.0,-0.00077,0.0,2.3,280,0.01
"('entry_threshold', 2.1)","('lookback_window', 280)","('p-value', 0.1)",5541.41,1.11,0.24,2.37,0.1,0.05,-0.05,-1.7,0.02,-5.09,812.0,-0.00141,0.0,2.1,280,0.1
"('entry_threshold', 1.7)","('lookback_window', 280)","('p-value', 0.1)",7384.4,1.48,0.32,3.1,0.1,0.07,-0.08,-0.55,0.02,-3.84,862.0,-0.00582,0.0,1.7,280,0.1
"('entry_threshold', 1.8)","('lookback_window', 420)","('p-value', 0.1)",4666.38,0.93,0.2,1.94,0.1,0.06,-0.06,-0.1,0.02,-3.19,724.0,-0.01981,0.01,1.8,420,0.1
"('entry_threshold', 2.2)","('lookback_window', 280)","('p-value', 0.05)",2258.49,0.45,0.1,0.94,0.1,0.05,-0.06,-0.37,0.01,-1.77,813.0,-0.00262,0.0,2.2,280,0.05
"('entry_threshold', 1.9)","('lookback_window', 440)","('p-value', 0.1)",3355.06,0.67,0.15,1.54,0.09,0.04,-0.06,-0.19,0.01,-2.44,635.0,-0.00777,0.0,1.9,440,0.1
"('entry_threshold', 1.6)","('lookback_window', 220)","('p-value', 0.01)",1658.34,0.33,0.07,0.77,0.09,0.04,-0.05,0.39,0.01,-1.36,924.0,0.00186,0.0,1.6,220,0.01
"('entry_threshold', 1.5)","('lookback_window', 500)","('p-value', 0.05)",2542.83,0.51,0.11,1.27,0.09,0.05,-0.09,-0.42,0.01,-1.25,614.0,-0.00259,0.0,1.5,500,0.05
"('entry_threshold', 1.9)","('lookback_window', 500)","('p-value', 0.05)",1509.16,0.3,0.07,0.74,0.09,0.03,-0.06,8.91,0.01,-1.09,544.0,7e-05,0.0,1.9,500,0.05
"('entry_threshold', 1.5)","('lookback_window', 420)","('p-value', 0.1)",5344.1,1.07,0.23,2.51,0.09,0.07,-0.05,-0.1,0.02,-4.27,661.0,-0.0234,0.01,1.5,420,0.1
"('entry_threshold', 1.8)","('lookback_window', 480)","('p-value', 0.1)",2716.3,0.54,0.12,1.28,0.09,0.05,-0.04,-0.2,0.01,-3.16,590.0,-0.00585,0.0,1.8,480,0.1
"('entry_threshold', 1.6)","('lookback_window', 480)","('p-value', 0.1)",3384.41,0.68,0.15,1.91,0.08,0.06,-0.04,-0.14,0.01,-4.1,606.0,-0.01045,0.0,1.6,480,0.1
"('entry_threshold', 2.4)","('lookback_window', 300)","('p-value', 0.01)",726.43,0.15,0.03,0.39,0.08,0.02,-0.05,0.26,0.0,-0.66,553.0,0.00122,0.0,2.4,300,0.01
"('entry_threshold', 1.6)","('lookback_window', 480)","('p-value', 0.05)",2450.54,0.49,0.11,1.29,0.08,0.05,-0.06,-0.3,0.01,-1.65,623.0,-0.00357,0.0,1.6,480,0.05
"('entry_threshold', 2.1)","('lookback_window', 360)","('p-value', 0.01)",918.96,0.18,0.04,0.57,0.07,0.02,-0.03,5.4,0.0,-1.25,801.0,7e-05,0.0,2.1,360,0.01
"('entry_threshold', 1.6)","('lookback_window', 280)","('p-value', 0.05)",3111.16,0.62,0.13,1.9,0.07,0.04,-0.05,-1.06,0.01,-2.75,869.0,-0.00127,0.0,1.6,280,0.05
"('entry_threshold', 2.2)","('lookback_window', 540)","('p-value', 0.05)",1081.16,0.22,0.05,0.78,0.06,0.02,-0.03,-0.34,0.0,-1.74,603.0,-0.00138,0.0,2.2,540,0.05
"('entry_threshold', 1.8)","('lookback_window', 280)","('p-value', 0.1)",4291.36,0.86,0.19,2.97,0.06,0.04,-0.05,-1.61,0.01,-3.54,871.0,-0.00115,0.0,1.8,280,0.1
"('entry_threshold', 2.2)","('lookback_window', 560)","('p-value', 0.01)",31.61,0.01,0.0,0.03,0.05,,-0.03,0.81,0.0,-0.04,449.0,2e-05,0.0,2.2,560,0.01
"('entry_threshold', 1.6)","('lookback_window', 440)","('p-value', 0.1)",2804.36,0.56,0.12,2.23,0.05,0.04,-0.04,-0.11,0.01,-3.4,690.0,-0.01085,0.0,1.6,440,0.1
"('entry_threshold', 2.0)","('lookback_window', 360)","('p-value', 0.01)",689.07,0.14,0.03,0.57,0.05,0.01,-0.02,-3.15,0.0,-1.23,801.0,-9e-05,0.0,2.0,360,0.01
"('entry_threshold', 1.7)","('lookback_window', 420)","('p-value', 0.1)",2376.86,0.48,0.1,2.15,0.05,0.03,-0.03,-0.05,0.01,-3.91,713.0,-0.02271,0.0,1.7,420,0.1
"('entry_threshold', 1.9)","('lookback_window', 280)","('p-value', 0.05)",1410.87,0.28,0.06,1.28,0.05,0.03,-0.04,-0.58,0.0,-1.74,862.0,-0.00104,0.0,1.9,280,0.05
"('entry_threshold', 1.7)","('lookback_window', 540)","('p-value', 0.05)",1195.6,0.24,0.05,1.32,0.04,0.02,-0.03,0.51,0.0,-1.83,585.0,0.00102,0.0,1.7,540,0.05
"('entry_threshold', 2.0)","('lookback_window', 500)","('p-value', 0.05)",608.43,0.12,0.03,0.69,0.04,0.01,-0.03,0.62,0.0,-0.85,582.0,0.00043,0.0,2.0,500,0.05
"('entry_threshold', 2.1)","('lookback_window', 460)","('p-value', 0.05)",871.99,0.17,0.04,0.88,0.04,0.01,-0.03,-0.75,0.0,-1.42,622.0,-0.00051,0.0,2.1,460,0.05
"('entry_threshold', 1.6)","('lookback_window', 360)","('p-value', 0.05)",1319.6,0.26,0.06,1.74,0.03,0.02,-0.02,-0.06,0.0,-2.8,764.0,-0.00895,0.0,1.6,360,0.05
"('entry_threshold', 2.3)","('lookback_window', 440)","('p-value', 0.1)",731.3,0.15,0.03,0.99,0.03,0.01,-0.02,-0.08,0.0,-1.88,713.0,-0.00419,0.0,2.3,440,0.1
"('entry_threshold', 1.8)","('lookback_window', 440)","('p-value', 0.01)",206.33,0.04,0.01,0.33,0.03,0.0,-0.01,-0.05,0.0,-0.83,703.0,-0.00167,0.0,1.8,440,0.01
"('entry_threshold', 2.0)","('lookback_window', 360)","('p-value', 0.05)",710.31,0.14,0.03,1.19,0.03,0.01,-0.01,-0.1,0.0,-2.15,781.0,-0.00306,0.0,2.0,360,0.05
"('entry_threshold', 1.9)","('lookback_window', 280)","('p-value', 0.1)",2139.32,0.43,0.09,2.65,0.03,0.02,-0.02,-0.86,0.01,-5.41,864.0,-0.00108,0.0,1.9,280,0.1
"('entry_threshold', 2.1)","('lookback_window', 460)","('p-value', 0.1)",982.51,0.2,0.04,1.37,0.03,0.01,-0.01,0.44,0.0,-3.24,582.0,0.00097,0.0,2.1,460,0.1
"('entry_threshold', 1.7)","('lookback_window', 500)","('p-value', 0.05)",653.27,0.13,0.03,0.92,0.03,0.01,-0.03,-0.08,0.0,-1.06,584.0,-0.00356,0.0,1.7,500,0.05
