level_0,level_1,level_2,Total Return ($),Total Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Treynor Ratio,Information Ratio,Max Drawdown (%),Max Drawdown Duration (days),Beta,Alpha,entry_threshold,lookback_window,p-value
"('entry_threshold', 0.8)","('lookback_window', 360)","('p-value', 0.05)",-60827.51,-12.17,-2.77,2.64,-1.05,-0.68,0.21,3.61,-0.21,-13.47,793.0,-0.00768,-0.03,0.8,360,0.05
"('entry_threshold', 1.0)","('lookback_window', 360)","('p-value', 0.05)",-53682.26,-10.74,-2.43,2.33,-1.05,-0.65,0.22,7.72,-0.18,-10.95,796.0,-0.00315,-0.02,1.0,360,0.05
"('entry_threshold', 0.6)","('lookback_window', 180)","('p-value', 0.01)",-42920.61,-8.58,-1.93,1.79,-1.07,-0.76,0.21,-4.99,-0.15,-9.1,978.0,0.00386,-0.02,0.6,180,0.01
"('entry_threshold', 3.0)","('lookback_window', 360)","('p-value', 0.2)",-19244.53,-3.85,-0.85,0.74,-1.14,-0.29,0.22,25.57,-0.07,-3.91,801.0,-0.00033,-0.01,3.0,360,0.2
"('entry_threshold', 0.6)","('lookback_window', 360)","('p-value', 0.05)",-71857.67,-14.37,-3.31,2.9,-1.14,-0.78,0.2,3.49,-0.25,-16.29,788.0,-0.00947,-0.03,0.6,360,0.05
"('entry_threshold', 1.0)","('lookback_window', 480)","('p-value', 0.1)",-66634.73,-13.33,-3.05,2.48,-1.23,-0.85,0.23,1.63,-0.23,-13.35,683.0,-0.01876,-0.03,1.0,480,0.1
"('entry_threshold', 0.6)","('lookback_window', 480)","('p-value', 0.2)",-174786.7,-34.96,-8.9,6.92,-1.29,-1.1,0.25,0.85,-0.56,-35.14,683.0,-0.10506,-0.08,0.6,480,0.2
"('entry_threshold', 0.6)","('lookback_window', 360)","('p-value', 0.1)",-118738.99,-23.75,-5.71,4.42,-1.29,-1.15,0.24,1.67,-0.41,-23.81,802.0,-0.03411,-0.05,0.6,360,0.1
"('entry_threshold', 3.0)","('lookback_window', 360)","('p-value', 0.1)",-18798.43,-3.76,-0.83,0.61,-1.35,-0.3,0.22,-131.71,-0.06,-3.77,801.0,6e-05,-0.01,3.0,360,0.1
"('entry_threshold', 0.8)","('lookback_window', 360)","('p-value', 0.1)",-120439.01,-24.09,-5.8,4.0,-1.45,-1.2,0.24,1.74,-0.42,-24.15,802.0,-0.03324,-0.05,0.8,360,0.1
"('entry_threshold', 3.0)","('lookback_window', 180)","('p-value', 0.2)",-54932.66,-10.99,-2.49,1.71,-1.46,-0.42,0.22,-13.61,-0.19,-11.2,902.0,0.00183,-0.03,3.0,180,0.2
"('entry_threshold', 0.8)","('lookback_window', 480)","('p-value', 0.2)",-174171.9,-34.83,-8.86,6.05,-1.47,-1.24,0.25,1.1,-0.58,-34.99,683.0,-0.08052,-0.08,0.8,480,0.2
"('entry_threshold', 0.6)","('lookback_window', 180)","('p-value', 0.05)",-143820.85,-28.76,-7.09,4.51,-1.57,-1.36,0.24,-4.13,-0.53,-29.83,977.0,0.01714,-0.08,0.6,180,0.05
"('entry_threshold', 1.0)","('lookback_window', 360)","('p-value', 0.1)",-117317.46,-23.46,-5.63,3.52,-1.6,-1.26,0.24,2.19,-0.41,-23.74,800.0,-0.02569,-0.05,1.0,360,0.1
"('entry_threshold', 1.0)","('lookback_window', 180)","('p-value', 0.05)",-129217.76,-25.84,-6.27,3.72,-1.68,-1.27,0.23,-8.78,-0.47,-26.89,969.0,0.00715,-0.07,1.0,180,0.05
"('entry_threshold', 1.0)","('lookback_window', 480)","('p-value', 0.2)",-176575.21,-35.32,-9.01,5.15,-1.75,-1.45,0.25,1.83,-0.62,-35.47,683.0,-0.04923,-0.09,1.0,480,0.2
"('entry_threshold', 0.8)","('lookback_window', 180)","('p-value', 0.05)",-145241.44,-29.05,-7.17,4.02,-1.78,-1.43,0.24,-5.36,-0.54,-29.77,977.0,0.01337,-0.08,0.8,180,0.05
"('entry_threshold', 0.6)","('lookback_window', 180)","('p-value', 0.1)",-257157.77,-51.43,-14.49,7.48,-1.94,-1.77,0.28,-13.81,-0.98,-51.89,981.0,0.01049,-0.16,0.6,180,0.1
"('entry_threshold', 1.0)","('lookback_window', 180)","('p-value', 0.1)",-233354.56,-46.67,-12.74,6.55,-1.94,-1.59,0.27,-24.97,-0.88,-47.31,977.0,0.0051,-0.14,1.0,180,0.1
"('entry_threshold', 0.6)","('lookback_window', 360)","('p-value', 0.2)",-284122.84,-56.82,-16.64,8.45,-1.97,-1.77,0.29,1.54,-1.0,-57.67,802.0,-0.10788,-0.16,0.6,360,0.2
"('entry_threshold', 0.8)","('lookback_window', 180)","('p-value', 0.1)",-250956.49,-50.19,-14.02,7.06,-1.99,-1.73,0.28,-14.22,-0.96,-50.63,982.0,0.00986,-0.15,0.8,180,0.1
"('entry_threshold', 0.8)","('lookback_window', 360)","('p-value', 0.2)",-268596.69,-53.72,-15.38,7.64,-2.01,-1.73,0.28,1.49,-0.95,-54.6,802.0,-0.10295,-0.15,0.8,360,0.2
"('entry_threshold', 1.0)","('lookback_window', 360)","('p-value', 0.2)",-254611.38,-50.92,-14.29,6.64,-2.15,-1.78,0.28,1.73,-0.93,-51.86,802.0,-0.08255,-0.14,1.0,360,0.2
"('entry_threshold', 0.6)","('lookback_window', 180)","('p-value', 0.2)",-401866.78,-80.37,-29.73,10.87,-2.73,-2.85,0.37,6.39,-1.71,-80.86,982.0,-0.0465,-0.34,0.6,180,0.2
"('entry_threshold', 1.0)","('lookback_window', 180)","('p-value', 0.2)",-361620.53,-72.32,-24.3,8.68,-2.8,-2.68,0.33,14.48,-1.54,-72.67,981.0,-0.01678,-0.27,1.0,180,0.2
"('entry_threshold', 0.8)","('lookback_window', 180)","('p-value', 0.2)",-386204.64,-77.24,-27.44,9.71,-2.83,-2.87,0.35,11.86,-1.67,-77.62,981.0,-0.02313,-0.31,0.8,180,0.2
"('entry_threshold', 3.0)","('lookback_window', 480)","('p-value', 0.01)",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,3.0,480,0.01
"('entry_threshold', 3.0)","('lookback_window', 480)","('p-value', 0.05)",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,3.0,480,0.05
