level_0,level_1,level_2,Total Return ($),Total Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Treynor Ratio,Information Ratio,Max Drawdown (%),Max Drawdown Duration (days),Beta,Alpha,entry_threshold,lookback_window,p-value
"('entry_threshold', 2.5)","('lookback_window', 240)","('p-value', 0.05)",-59835.5,-11.97,-2.72,2.28,-1.19,-0.37,0.22,5.25,-0.21,-12.11,906.0,-0.00519,-0.03,2.5,240,0.05
"('entry_threshold', 2.0)","('lookback_window', 480)","('p-value', 0.05)",-22419.01,-4.48,-0.99,0.81,-1.22,-0.35,0.22,-17.96,-0.08,-4.6,680.0,0.00055,-0.01,2.0,480,0.05
"('entry_threshold', 2.5)","('lookback_window', 240)","('p-value', 0.01)",-27100.75,-5.42,-1.2,0.98,-1.22,-0.24,0.22,-8.15,-0.09,-5.5,887.0,0.00147,-0.01,2.5,240,0.01
"('entry_threshold', 2.3)","('lookback_window', 240)","('p-value', 0.05)",-63330.76,-12.67,-2.89,2.35,-1.23,-0.4,0.23,7.26,-0.22,-12.8,906.0,-0.00398,-0.03,2.3,240,0.05
"('entry_threshold', 1.5)","('lookback_window', 240)","('p-value', 0.01)",-35546.62,-7.11,-1.59,1.22,-1.3,-0.48,0.22,-6.18,-0.12,-7.33,870.0,0.00256,-0.02,1.5,240,0.01
"('entry_threshold', 2.3)","('lookback_window', 240)","('p-value', 0.01)",-29609.56,-5.92,-1.31,1.01,-1.3,-0.29,0.22,-9.11,-0.1,-6.0,896.0,0.00144,-0.01,2.3,240,0.01
"('entry_threshold', 2.3)","('lookback_window', 360)","('p-value', 0.05)",-46496.45,-9.3,-2.09,1.61,-1.3,-0.39,0.21,8.29,-0.16,-9.87,754.0,-0.00252,-0.02,2.3,360,0.05
"('entry_threshold', 1.8)","('lookback_window', 480)","('p-value', 0.05)",-28903.98,-5.78,-1.28,0.98,-1.31,-0.44,0.22,-15.42,-0.1,-5.89,680.0,0.00083,-0.01,1.8,480,0.05
"('entry_threshold', 1.8)","('lookback_window', 360)","('p-value', 0.05)",-74225.51,-14.85,-3.42,2.6,-1.32,-0.51,0.23,3.92,-0.26,-14.99,794.0,-0.00873,-0.03,1.8,360,0.05
"('entry_threshold', 2.0)","('lookback_window', 360)","('p-value', 0.05)",-50420.07,-10.08,-2.28,1.67,-1.36,-0.48,0.22,20.24,-0.17,-10.24,794.0,-0.00112,-0.02,2.0,360,0.05
"('entry_threshold', 1.8)","('lookback_window', 240)","('p-value', 0.01)",-34885.79,-6.98,-1.55,1.13,-1.37,-0.42,0.22,-6.99,-0.12,-7.09,870.0,0.00222,-0.02,1.8,240,0.01
"('entry_threshold', 1.5)","('lookback_window', 360)","('p-value', 0.05)",-75195.17,-15.04,-3.47,2.49,-1.39,-0.63,0.22,4.28,-0.26,-15.52,792.0,-0.00811,-0.03,1.5,360,0.05
"('entry_threshold', 2.0)","('lookback_window', 240)","('p-value', 0.05)",-89208.57,-17.84,-4.17,2.97,-1.4,-0.55,0.23,8.52,-0.31,-18.0,906.0,-0.00489,-0.04,2.0,240,0.05
"('entry_threshold', 2.0)","('lookback_window', 240)","('p-value', 0.01)",-34789.4,-6.96,-1.55,1.09,-1.42,-0.39,0.22,-10.52,-0.12,-7.13,869.0,0.00147,-0.02,2.0,240,0.01
"('entry_threshold', 1.5)","('lookback_window', 480)","('p-value', 0.05)",-39933.83,-7.99,-1.79,1.15,-1.56,-0.66,0.22,123.19,-0.14,-7.99,682.0,-0.00015,-0.02,1.5,480,0.05
"('entry_threshold', 2.5)","('lookback_window', 360)","('p-value', 0.05)",-40281.08,-8.06,-1.8,1.09,-1.65,-0.47,0.22,9.59,-0.14,-8.13,727.0,-0.00188,-0.02,2.5,360,0.05
"('entry_threshold', 1.8)","('lookback_window', 240)","('p-value', 0.05)",-114259.52,-22.85,-5.47,3.24,-1.69,-0.74,0.24,6.63,-0.41,-23.02,906.0,-0.00824,-0.05,1.8,240,0.05
"('entry_threshold', 1.5)","('lookback_window', 240)","('p-value', 0.05)",-148791.61,-29.76,-7.37,3.98,-1.85,-0.98,0.25,7.31,-0.54,-29.83,923.0,-0.01009,-0.07,1.5,240,0.05
"('entry_threshold', 2.0)","('lookback_window', 480)","('p-value', 0.01)",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,480,0.01
"('entry_threshold', 2.3)","('lookback_window', 480)","('p-value', 0.01)",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,2.3,480,0.01
"('entry_threshold', 2.5)","('lookback_window', 480)","('p-value', 0.01)",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,2.5,480,0.01
