level_0,level_1,level_2,Total Return ($),Total Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Treynor Ratio,Information Ratio,Max Drawdown (%),Max Drawdown Duration (days),Beta,Alpha,entry_threshold,lookback_window,p-value
"('entry_threshold', 1.2)","('lookback_window', 300)","('p-value', 0.01)",-10440.42,-2.09,-0.46,1.7,-0.27,-0.1,0.12,-2.89,-0.04,-3.94,840.0,0.00158,-0.0,1.2,300,0.01
"('entry_threshold', 1.7)","('lookback_window', 380)","('p-value', 0.01)",-4575.28,-0.92,-0.2,0.74,-0.27,-0.07,0.13,0.72,-0.02,-1.58,783.0,-0.00278,-0.0,1.7,380,0.01
"('entry_threshold', 1.1)","('lookback_window', 220)","('p-value', 0.1)",-37520.23,-7.5,-1.68,6.16,-0.27,-0.24,0.13,0.45,-0.11,-13.4,936.0,-0.03727,-0.01,1.1,220,0.1
"('entry_threshold', 1.2)","('lookback_window', 380)","('p-value', 0.1)",-20625.91,-4.13,-0.91,3.25,-0.28,-0.2,0.11,0.35,-0.07,-8.21,761.0,-0.02593,-0.01,1.2,380,0.1
"('entry_threshold', 1.3)","('lookback_window', 280)","('p-value', 0.01)",-8800.19,-1.76,-0.38,1.39,-0.28,-0.1,0.14,-105.64,-0.03,-2.77,877.0,4e-05,-0.0,1.3,280,0.01
"('entry_threshold', 1.1)","('lookback_window', 280)","('p-value', 0.1)",-30171.59,-6.03,-1.34,4.7,-0.28,-0.26,0.13,0.63,-0.1,-10.36,872.0,-0.02117,-0.01,1.1,280,0.1
"('entry_threshold', 1.6)","('lookback_window', 200)","('p-value', 0.01)",-6138.69,-1.23,-0.27,0.96,-0.28,-0.12,0.13,-0.29,-0.02,-2.0,938.0,0.00922,-0.0,1.6,200,0.01
"('entry_threshold', 1.4)","('lookback_window', 240)","('p-value', 0.05)",-17735.67,-3.55,-0.78,2.77,-0.28,-0.2,0.09,-1.8,-0.06,-8.27,916.0,0.00433,-0.01,1.4,240,0.05
"('entry_threshold', 1.4)","('lookback_window', 200)","('p-value', 0.01)",-7043.0,-1.41,-0.31,1.09,-0.28,-0.13,0.12,-0.33,-0.02,-2.52,937.0,0.00939,-0.0,1.4,200,0.01
"('entry_threshold', 1.5)","('lookback_window', 360)","('p-value', 0.1)",-17844.38,-3.57,-0.78,2.71,-0.29,-0.2,0.1,0.8,-0.06,-7.94,766.0,-0.00983,-0.01,1.5,360,0.1
"('entry_threshold', 1.2)","('lookback_window', 300)","('p-value', 0.05)",-15850.87,-3.17,-0.7,2.43,-0.29,-0.2,0.12,-1.06,-0.05,-5.58,844.0,0.00659,-0.01,1.2,300,0.05
"('entry_threshold', 1.6)","('lookback_window', 380)","('p-value', 0.01)",-5061.83,-1.01,-0.22,0.75,-0.29,-0.07,0.13,0.87,-0.02,-1.68,746.0,-0.00254,-0.0,1.6,380,0.01
"('entry_threshold', 1.2)","('lookback_window', 340)","('p-value', 0.05)",-17970.91,-3.59,-0.79,2.69,-0.29,-0.19,0.11,0.79,-0.06,-7.3,811.0,-0.00997,-0.01,1.2,340,0.05
"('entry_threshold', 1.6)","('lookback_window', 300)","('p-value', 0.05)",-10759.82,-2.15,-0.47,1.65,-0.29,-0.19,0.14,-0.74,-0.04,-3.3,863.0,0.00632,-0.01,1.6,300,0.05
"('entry_threshold', 1.3)","('lookback_window', 340)","('p-value', 0.01)",-7132.94,-1.43,-0.31,1.08,-0.29,-0.14,0.13,-1.32,-0.02,-2.46,822.0,0.00236,-0.0,1.3,340,0.01
"('entry_threshold', 1.3)","('lookback_window', 240)","('p-value', 0.01)",-8958.88,-1.79,-0.39,1.31,-0.3,-0.13,0.11,-0.61,-0.03,-3.58,920.0,0.00644,-0.0,1.3,240,0.01
"('entry_threshold', 1.5)","('lookback_window', 200)","('p-value', 0.01)",-6690.94,-1.34,-0.29,0.98,-0.3,-0.13,0.14,-0.29,-0.02,-2.04,931.0,0.01016,-0.0,1.5,200,0.01
"('entry_threshold', 1.9)","('lookback_window', 320)","('p-value', 0.05)",-10776.6,-2.16,-0.47,1.57,-0.3,-0.16,0.12,-1.99,-0.04,-4.06,826.0,0.00237,-0.0,1.9,320,0.05
"('entry_threshold', 1.0)","('lookback_window', 380)","('p-value', 0.1)",-23904.21,-4.78,-1.06,3.55,-0.3,-0.23,0.12,0.53,-0.08,-8.86,758.0,-0.01982,-0.01,1.0,380,0.1
"('entry_threshold', 1.9)","('lookback_window', 220)","('p-value', 0.1)",-21912.43,-4.38,-0.97,3.26,-0.3,-0.19,0.1,1.87,-0.07,-9.73,900.0,-0.00516,-0.01,1.9,220,0.1
"('entry_threshold', 1.9)","('lookback_window', 300)","('p-value', 0.1)",-15212.93,-3.04,-0.67,2.18,-0.31,-0.18,0.12,-1.76,-0.05,-5.51,853.0,0.0038,-0.01,1.9,300,0.1
"('entry_threshold', 1.8)","('lookback_window', 320)","('p-value', 0.05)",-12667.19,-2.53,-0.55,1.8,-0.31,-0.16,0.12,-1.41,-0.04,-4.65,841.0,0.00394,-0.01,1.8,320,0.05
"('entry_threshold', 1.2)","('lookback_window', 220)","('p-value', 0.05)",-24521.88,-4.9,-1.08,3.52,-0.31,-0.19,0.13,5.79,-0.08,-8.66,913.0,-0.00187,-0.01,1.2,220,0.05
"('entry_threshold', 1.7)","('lookback_window', 380)","('p-value', 0.05)",-11356.72,-2.27,-0.5,1.59,-0.31,-0.13,0.13,0.69,-0.04,-3.86,779.0,-0.0072,-0.0,1.7,380,0.05
"('entry_threshold', 1.7)","('lookback_window', 360)","('p-value', 0.01)",-5011.6,-1.0,-0.22,0.68,-0.32,-0.09,0.12,-3.9,-0.02,-1.86,798.0,0.00056,-0.0,1.7,360,0.01
"('entry_threshold', 1.9)","('lookback_window', 380)","('p-value', 0.1)",-13308.39,-2.66,-0.58,1.8,-0.32,-0.18,0.16,0.52,-0.04,-3.54,782.0,-0.01117,-0.0,1.9,380,0.1
"('entry_threshold', 1.8)","('lookback_window', 340)","('p-value', 0.01)",-5658.57,-1.13,-0.25,0.77,-0.32,-0.1,0.14,6.69,-0.02,-1.74,822.0,-0.00037,-0.0,1.8,340,0.01
"('entry_threshold', 1.4)","('lookback_window', 300)","('p-value', 0.01)",-12434.46,-2.49,-0.54,1.67,-0.33,-0.11,0.15,-2.55,-0.04,-3.58,842.0,0.00213,-0.01,1.4,300,0.01
"('entry_threshold', 1.1)","('lookback_window', 380)","('p-value', 0.05)",-17429.77,-3.49,-0.77,2.34,-0.33,-0.18,0.11,0.67,-0.06,-7.2,757.0,-0.01141,-0.01,1.1,380,0.05
"('entry_threshold', 1.9)","('lookback_window', 240)","('p-value', 0.01)",-4286.8,-0.86,-0.19,0.56,-0.33,-0.12,0.13,-0.8,-0.01,-1.43,922.0,0.00233,-0.0,1.9,240,0.01
"('entry_threshold', 1.4)","('lookback_window', 340)","('p-value', 0.05)",-19218.29,-3.84,-0.85,2.48,-0.34,-0.2,0.12,1.04,-0.06,-6.84,815.0,-0.00815,-0.01,1.4,340,0.05
"('entry_threshold', 1.6)","('lookback_window', 360)","('p-value', 0.1)",-18214.45,-3.64,-0.8,2.33,-0.34,-0.25,0.12,0.83,-0.06,-6.8,772.0,-0.00965,-0.01,1.6,360,0.1
"('entry_threshold', 1.3)","('lookback_window', 380)","('p-value', 0.05)",-16944.54,-3.39,-0.74,2.21,-0.34,-0.16,0.11,1.11,-0.06,-6.84,766.0,-0.00671,-0.01,1.3,380,0.05
"('entry_threshold', 1.2)","('lookback_window', 320)","('p-value', 0.01)",-7950.39,-1.59,-0.35,1.01,-0.34,-0.19,0.17,-1.22,-0.03,-2.1,843.0,0.00284,-0.0,1.2,320,0.01
"('entry_threshold', 1.0)","('lookback_window', 380)","('p-value', 0.05)",-19089.28,-3.82,-0.84,2.48,-0.34,-0.19,0.1,0.77,-0.06,-8.19,761.0,-0.01094,-0.01,1.0,380,0.05
"('entry_threshold', 1.3)","('lookback_window', 340)","('p-value', 0.05)",-20420.38,-4.08,-0.9,2.59,-0.35,-0.21,0.13,1.55,-0.07,-7.15,815.0,-0.00582,-0.01,1.3,340,0.05
"('entry_threshold', 1.2)","('lookback_window', 320)","('p-value', 0.1)",-30419.67,-6.08,-1.35,3.87,-0.35,-0.25,0.14,1.53,-0.1,-9.75,843.0,-0.00883,-0.01,1.2,320,0.1
"('entry_threshold', 1.3)","('lookback_window', 300)","('p-value', 0.05)",-18452.62,-3.69,-0.81,2.33,-0.35,-0.22,0.13,-1.31,-0.06,-6.11,844.0,0.00618,-0.01,1.3,300,0.05
"('entry_threshold', 1.4)","('lookback_window', 240)","('p-value', 0.1)",-35705.48,-7.14,-1.59,4.49,-0.35,-0.32,0.13,0.57,-0.11,-12.05,917.0,-0.02809,-0.01,1.4,240,0.1
"('entry_threshold', 1.8)","('lookback_window', 380)","('p-value', 0.1)",-15916.13,-3.18,-0.7,2.0,-0.35,-0.21,0.14,0.87,-0.05,-4.83,778.0,-0.00807,-0.01,1.8,380,0.1
"('entry_threshold', 1.5)","('lookback_window', 280)","('p-value', 0.1)",-29211.13,-5.84,-1.3,3.63,-0.36,-0.27,0.17,1.73,-0.1,-7.81,882.0,-0.00749,-0.01,1.5,280,0.1
"('entry_threshold', 1.4)","('lookback_window', 380)","('p-value', 0.05)",-17700.58,-3.54,-0.78,2.17,-0.36,-0.17,0.11,1.91,-0.06,-7.06,763.0,-0.00408,-0.01,1.4,380,0.05
"('entry_threshold', 1.7)","('lookback_window', 340)","('p-value', 0.05)",-14755.62,-2.95,-0.65,1.8,-0.36,-0.2,0.14,2.53,-0.05,-4.64,822.0,-0.00255,-0.01,1.7,340,0.05
"('entry_threshold', 1.3)","('lookback_window', 300)","('p-value', 0.1)",-29058.13,-5.81,-1.29,3.53,-0.36,-0.28,0.14,-1.89,-0.1,-9.32,855.0,0.00681,-0.01,1.3,300,0.1
"('entry_threshold', 1.5)","('lookback_window', 280)","('p-value', 0.01)",-11343.51,-2.27,-0.5,1.36,-0.36,-0.11,0.18,5.71,-0.04,-2.76,879.0,-0.00087,-0.0,1.5,280,0.01
"('entry_threshold', 1.8)","('lookback_window', 260)","('p-value', 0.1)",-30221.23,-6.04,-1.34,3.63,-0.37,-0.23,0.15,0.8,-0.1,-8.8,895.0,-0.01672,-0.01,1.8,260,0.1
"('entry_threshold', 1.2)","('lookback_window', 340)","('p-value', 0.01)",-9308.82,-1.86,-0.41,1.1,-0.37,-0.18,0.16,-2.68,-0.03,-2.49,822.0,0.00151,-0.0,1.2,340,0.01
"('entry_threshold', 1.7)","('lookback_window', 340)","('p-value', 0.01)",-6833.9,-1.37,-0.3,0.79,-0.38,-0.13,0.16,6.67,-0.02,-1.81,822.0,-0.00045,-0.0,1.7,340,0.01
"('entry_threshold', 1.4)","('lookback_window', 300)","('p-value', 0.05)",-19166.67,-3.83,-0.84,2.23,-0.38,-0.23,0.14,-1.56,-0.06,-6.0,849.0,0.00539,-0.01,1.4,300,0.05
"('entry_threshold', 1.2)","('lookback_window', 220)","('p-value', 0.1)",-48239.98,-9.65,-2.17,5.67,-0.38,-0.34,0.16,0.68,-0.15,-13.42,936.0,-0.03197,-0.02,1.2,220,0.1
"('entry_threshold', 1.7)","('lookback_window', 360)","('p-value', 0.1)",-19226.88,-3.85,-0.85,2.21,-0.38,-0.25,0.12,0.93,-0.06,-7.07,767.0,-0.00908,-0.01,1.7,360,0.1
"('entry_threshold', 1.5)","('lookback_window', 240)","('p-value', 0.1)",-37007.4,-7.4,-1.65,4.3,-0.38,-0.34,0.13,0.67,-0.12,-12.79,916.0,-0.02468,-0.01,1.5,240,0.1
"('entry_threshold', 1.9)","('lookback_window', 340)","('p-value', 0.01)",-6517.54,-1.3,-0.28,0.72,-0.39,-0.11,0.15,4.14,-0.02,-1.91,821.0,-0.00069,-0.0,1.9,340,0.01
"('entry_threshold', 1.3)","('lookback_window', 320)","('p-value', 0.01)",-8557.05,-1.71,-0.37,0.96,-0.39,-0.21,0.17,-0.91,-0.03,-2.13,843.0,0.00411,-0.0,1.3,320,0.01
"('entry_threshold', 1.3)","('lookback_window', 220)","('p-value', 0.1)",-47949.88,-9.59,-2.16,5.48,-0.39,-0.32,0.16,0.85,-0.15,-13.15,934.0,-0.02554,-0.02,1.3,220,0.1
"('entry_threshold', 1.6)","('lookback_window', 220)","('p-value', 0.05)",-26345.3,-5.27,-1.17,3.01,-0.39,-0.18,0.15,-3.68,-0.09,-7.61,924.0,0.00317,-0.01,1.6,220,0.05
"('entry_threshold', 1.5)","('lookback_window', 220)","('p-value', 0.05)",-27162.92,-5.43,-1.2,3.11,-0.39,-0.2,0.15,-3.62,-0.09,-8.22,913.0,0.00332,-0.01,1.5,220,0.05
"('entry_threshold', 1.9)","('lookback_window', 200)","('p-value', 0.1)",-32390.08,-6.48,-1.44,3.62,-0.4,-0.23,0.17,6.18,-0.11,-8.67,913.0,-0.00233,-0.01,1.9,200,0.1
"('entry_threshold', 1.5)","('lookback_window', 340)","('p-value', 0.1)",-25403.04,-5.08,-1.12,2.8,-0.4,-0.3,0.19,0.67,-0.08,-6.05,819.0,-0.01687,-0.01,1.5,340,0.1
"('entry_threshold', 1.1)","('lookback_window', 340)","('p-value', 0.01)",-10602.74,-2.12,-0.46,1.15,-0.4,-0.21,0.2,4.94,-0.04,-2.31,822.0,-0.00094,-0.0,1.1,340,0.01
"('entry_threshold', 1.9)","('lookback_window', 320)","('p-value', 0.01)",-5983.68,-1.2,-0.26,0.65,-0.4,-0.12,0.13,-5.47,-0.02,-2.06,821.0,0.00048,-0.0,1.9,320,0.01
"('entry_threshold', 1.5)","('lookback_window', 220)","('p-value', 0.1)",-41191.79,-8.24,-1.85,4.54,-0.41,-0.32,0.17,1.44,-0.13,-11.09,929.0,-0.0128,-0.02,1.5,220,0.1
"('entry_threshold', 1.7)","('lookback_window', 320)","('p-value', 0.01)",-6608.92,-1.32,-0.29,0.7,-0.41,-0.15,0.14,-2.92,-0.02,-2.09,832.0,0.00099,-0.0,1.7,320,0.01
"('entry_threshold', 1.8)","('lookback_window', 320)","('p-value', 0.01)",-6511.9,-1.3,-0.28,0.7,-0.41,-0.14,0.13,-3.26,-0.02,-2.16,832.0,0.00087,-0.0,1.8,320,0.01
"('entry_threshold', 1.8)","('lookback_window', 320)","('p-value', 0.1)",-22614.63,-4.52,-1.0,2.44,-0.41,-0.24,0.15,11.45,-0.08,-6.87,840.0,-0.00087,-0.01,1.8,320,0.1
"('entry_threshold', 1.1)","('lookback_window', 320)","('p-value', 0.01)",-9716.07,-1.94,-0.42,1.03,-0.41,-0.25,0.21,-1.8,-0.03,-2.05,843.0,0.00236,-0.0,1.1,320,0.01
"('entry_threshold', 1.9)","('lookback_window', 340)","('p-value', 0.05)",-14214.34,-2.84,-0.62,1.5,-0.42,-0.21,0.14,0.73,-0.05,-4.38,821.0,-0.00858,-0.0,1.9,340,0.05
"('entry_threshold', 1.7)","('lookback_window', 340)","('p-value', 0.1)",-22966.82,-4.59,-1.01,2.39,-0.42,-0.28,0.18,1.14,-0.08,-5.68,820.0,-0.0089,-0.01,1.7,340,0.1
"('entry_threshold', 1.3)","('lookback_window', 360)","('p-value', 0.01)",-9228.47,-1.85,-0.4,0.97,-0.42,-0.18,0.12,-1.0,-0.03,-3.24,800.0,0.00401,-0.0,1.3,360,0.01
"('entry_threshold', 1.4)","('lookback_window', 360)","('p-value', 0.1)",-26221.67,-5.24,-1.16,2.77,-0.42,-0.3,0.13,1.3,-0.09,-9.11,777.0,-0.00895,-0.01,1.4,360,0.1
"('entry_threshold', 1.6)","('lookback_window', 340)","('p-value', 0.05)",-18794.66,-3.76,-0.83,1.97,-0.42,-0.24,0.16,2.78,-0.06,-5.33,818.0,-0.00297,-0.01,1.6,340,0.05
"('entry_threshold', 1.4)","('lookback_window', 340)","('p-value', 0.1)",-30421.85,-6.08,-1.35,3.15,-0.43,-0.31,0.17,0.57,-0.1,-7.8,813.0,-0.02389,-0.01,1.4,340,0.1
"('entry_threshold', 1.4)","('lookback_window', 280)","('p-value', 0.01)",-13521.4,-2.7,-0.59,1.36,-0.43,-0.14,0.21,37.14,-0.05,-2.81,882.0,-0.00016,-0.01,1.4,280,0.01
"('entry_threshold', 1.4)","('lookback_window', 220)","('p-value', 0.05)",-32202.31,-6.44,-1.43,3.33,-0.43,-0.23,0.15,-3.18,-0.11,-9.39,908.0,0.0045,-0.01,1.4,220,0.05
"('entry_threshold', 1.6)","('lookback_window', 320)","('p-value', 0.01)",-6979.04,-1.4,-0.3,0.7,-0.43,-0.16,0.15,-3.67,-0.02,-2.02,831.0,0.00083,-0.0,1.6,320,0.01
"('entry_threshold', 1.6)","('lookback_window', 360)","('p-value', 0.01)",-6953.63,-1.39,-0.3,0.71,-0.43,-0.13,0.13,-2.99,-0.02,-2.3,762.0,0.00101,-0.0,1.6,360,0.01
"('entry_threshold', 1.7)","('lookback_window', 220)","('p-value', 0.1)",-37900.18,-7.58,-1.69,3.95,-0.43,-0.3,0.16,1.6,-0.12,-10.44,931.0,-0.01056,-0.01,1.7,220,0.1
"('entry_threshold', 1.6)","('lookback_window', 340)","('p-value', 0.01)",-8207.36,-1.64,-0.36,0.81,-0.44,-0.16,0.18,4.45,-0.03,-1.95,822.0,-0.0008,-0.0,1.6,340,0.01
"('entry_threshold', 1.0)","('lookback_window', 320)","('p-value', 0.01)",-10606.0,-2.12,-0.46,1.06,-0.44,-0.28,0.21,-1.84,-0.04,-2.23,843.0,0.00252,-0.0,1.0,320,0.01
"('entry_threshold', 1.1)","('lookback_window', 300)","('p-value', 0.05)",-26997.17,-5.4,-1.2,2.74,-0.44,-0.32,0.14,-6.62,-0.09,-8.33,843.0,0.00181,-0.01,1.1,300,0.05
"('entry_threshold', 1.5)","('lookback_window', 320)","('p-value', 0.1)",-30506.07,-6.1,-1.35,3.07,-0.44,-0.3,0.16,1.55,-0.1,-8.49,842.0,-0.00873,-0.01,1.5,320,0.1
"('entry_threshold', 1.7)","('lookback_window', 260)","('p-value', 0.1)",-40377.73,-8.08,-1.81,4.11,-0.44,-0.28,0.16,0.87,-0.13,-11.62,894.0,-0.02084,-0.01,1.7,260,0.1
"('entry_threshold', 1.6)","('lookback_window', 260)","('p-value', 0.1)",-45963.56,-9.19,-2.07,4.66,-0.44,-0.3,0.17,0.69,-0.15,-12.46,895.0,-0.03008,-0.02,1.6,260,0.1
"('entry_threshold', 1.5)","('lookback_window', 380)","('p-value', 0.01)",-7956.62,-1.59,-0.35,0.79,-0.44,-0.12,0.15,1.22,-0.03,-2.25,776.0,-0.00284,-0.0,1.5,380,0.01
"('entry_threshold', 1.7)","('lookback_window', 320)","('p-value', 0.1)",-26653.32,-5.33,-1.18,2.63,-0.45,-0.28,0.14,4.84,-0.09,-8.15,838.0,-0.00244,-0.01,1.7,320,0.1
"('entry_threshold', 1.0)","('lookback_window', 280)","('p-value', 0.1)",-50199.27,-10.04,-2.27,5.01,-0.45,-0.41,0.16,0.89,-0.16,-13.93,876.0,-0.02535,-0.02,1.0,280,0.1
"('entry_threshold', 1.5)","('lookback_window', 300)","('p-value', 0.1)",-31029.66,-6.21,-1.38,3.07,-0.45,-0.32,0.15,-2.23,-0.1,-9.5,859.0,0.00619,-0.02,1.5,300,0.1
"('entry_threshold', 1.0)","('lookback_window', 340)","('p-value', 0.01)",-12207.87,-2.44,-0.53,1.19,-0.45,-0.24,0.2,3.63,-0.04,-2.63,822.0,-0.00147,-0.01,1.0,340,0.01
"('entry_threshold', 1.8)","('lookback_window', 200)","('p-value', 0.01)",-8154.87,-1.63,-0.36,0.79,-0.45,-0.19,0.16,-1.51,-0.03,-2.21,946.0,0.00236,-0.0,1.8,200,0.01
"('entry_threshold', 1.2)","('lookback_window', 380)","('p-value', 0.05)",-23355.06,-4.67,-1.03,2.29,-0.45,-0.23,0.15,1.05,-0.08,-6.92,768.0,-0.00986,-0.01,1.2,380,0.05
"('entry_threshold', 1.0)","('lookback_window', 360)","('p-value', 0.01)",-11573.09,-2.31,-0.51,1.1,-0.46,-0.23,0.18,-10.95,-0.04,-2.74,799.0,0.00046,-0.01,1.0,360,0.01
"('entry_threshold', 1.2)","('lookback_window', 340)","('p-value', 0.1)",-39477.01,-7.9,-1.77,3.61,-0.49,-0.38,0.18,0.59,-0.13,-9.92,817.0,-0.02989,-0.01,1.2,340,0.1
"('entry_threshold', 1.9)","('lookback_window', 320)","('p-value', 0.1)",-24477.64,-4.9,-1.08,2.22,-0.49,-0.28,0.15,4.92,-0.08,-7.12,826.0,-0.0022,-0.01,1.9,320,0.1
"('entry_threshold', 1.4)","('lookback_window', 220)","('p-value', 0.1)",-56007.07,-11.2,-2.54,5.21,-0.49,-0.38,0.18,1.52,-0.18,-14.07,934.0,-0.01674,-0.02,1.4,220,0.1
"('entry_threshold', 1.4)","('lookback_window', 280)","('p-value', 0.1)",-41846.9,-8.37,-1.88,3.79,-0.49,-0.38,0.19,10.74,-0.14,-10.09,882.0,-0.00175,-0.02,1.4,280,0.1
"('entry_threshold', 1.8)","('lookback_window', 340)","('p-value', 0.05)",-19362.54,-3.87,-0.85,1.72,-0.49,-0.26,0.16,1.46,-0.07,-5.47,822.0,-0.00582,-0.01,1.8,340,0.05
"('entry_threshold', 1.5)","('lookback_window', 300)","('p-value', 0.05)",-23312.82,-4.66,-1.03,2.07,-0.5,-0.28,0.17,-1.72,-0.08,-6.19,863.0,0.00599,-0.01,1.5,300,0.05
"('entry_threshold', 1.9)","('lookback_window', 260)","('p-value', 0.1)",-38130.8,-7.63,-1.7,3.43,-0.5,-0.29,0.18,0.96,-0.13,-9.28,893.0,-0.01775,-0.01,1.9,260,0.1
"('entry_threshold', 1.5)","('lookback_window', 200)","('p-value', 0.1)",-56563.46,-11.31,-2.57,5.19,-0.5,-0.34,0.17,-7.61,-0.19,-15.29,943.0,0.00338,-0.03,1.5,200,0.1
"('entry_threshold', 1.7)","('lookback_window', 320)","('p-value', 0.05)",-21124.12,-4.22,-0.93,1.84,-0.51,-0.27,0.16,-2.19,-0.07,-5.67,840.0,0.00424,-0.01,1.7,320,0.05
"('entry_threshold', 1.7)","('lookback_window', 200)","('p-value', 0.1)",-47985.68,-9.6,-2.16,4.25,-0.51,-0.32,0.17,33.32,-0.16,-12.4,931.0,-0.00065,-0.02,1.7,200,0.1
"('entry_threshold', 1.7)","('lookback_window', 200)","('p-value', 0.01)",-10724.91,-2.14,-0.47,0.93,-0.51,-0.2,0.18,-0.58,-0.04,-2.6,946.0,0.00807,-0.01,1.7,200,0.01
"('entry_threshold', 1.3)","('lookback_window', 340)","('p-value', 0.1)",-38177.17,-7.64,-1.71,3.36,-0.51,-0.38,0.18,0.73,-0.13,-9.23,814.0,-0.02338,-0.01,1.3,340,0.1
"('entry_threshold', 1.0)","('lookback_window', 340)","('p-value', 0.1)",-46032.0,-9.21,-2.07,4.06,-0.51,-0.41,0.19,0.64,-0.15,-10.7,817.0,-0.03211,-0.02,1.0,340,0.1
"('entry_threshold', 1.5)","('lookback_window', 340)","('p-value', 0.01)",-10369.66,-2.07,-0.45,0.86,-0.52,-0.2,0.2,3.62,-0.03,-2.28,822.0,-0.00125,-0.0,1.5,340,0.01
"('entry_threshold', 1.7)","('lookback_window', 240)","('p-value', 0.1)",-37120.57,-7.42,-1.66,3.19,-0.52,-0.41,0.17,2.01,-0.12,-9.91,915.0,-0.00824,-0.02,1.7,240,0.1
"('entry_threshold', 1.0)","('lookback_window', 260)","('p-value', 0.01)",-20544.8,-4.11,-0.91,1.73,-0.52,-0.24,0.18,3.08,-0.07,-5.13,902.0,-0.00294,-0.01,1.0,260,0.01
"('entry_threshold', 1.6)","('lookback_window', 200)","('p-value', 0.1)",-54986.64,-11.0,-2.49,4.81,-0.52,-0.33,0.18,19.25,-0.18,-13.5,935.0,-0.0013,-0.02,1.6,200,0.1
"('entry_threshold', 1.4)","('lookback_window', 300)","('p-value', 0.1)",-39233.24,-7.85,-1.76,3.4,-0.52,-0.38,0.15,-2.88,-0.13,-11.58,854.0,0.00609,-0.02,1.4,300,0.1
"('entry_threshold', 1.5)","('lookback_window', 360)","('p-value', 0.01)",-9163.49,-1.83,-0.4,0.76,-0.53,-0.17,0.15,-6.08,-0.03,-2.74,800.0,0.00066,-0.0,1.5,360,0.01
"('entry_threshold', 1.1)","('lookback_window', 260)","('p-value', 0.1)",-68245.45,-13.65,-3.13,5.9,-0.53,-0.41,0.19,1.15,-0.22,-16.6,896.0,-0.0273,-0.03,1.1,260,0.1
"('entry_threshold', 1.3)","('lookback_window', 320)","('p-value', 0.1)",-44264.23,-8.85,-1.99,3.75,-0.53,-0.36,0.2,2.91,-0.15,-9.92,841.0,-0.00683,-0.02,1.3,320,0.1
"('entry_threshold', 1.1)","('lookback_window', 340)","('p-value', 0.1)",-45348.94,-9.07,-2.04,3.85,-0.53,-0.43,0.19,0.59,-0.15,-10.89,820.0,-0.03434,-0.01,1.1,340,0.1
"('entry_threshold', 1.4)","('lookback_window', 340)","('p-value', 0.01)",-10943.58,-2.19,-0.48,0.89,-0.54,-0.21,0.2,5.0,-0.04,-2.43,822.0,-0.00096,-0.0,1.4,340,0.01
"('entry_threshold', 1.1)","('lookback_window', 360)","('p-value', 0.1)",-42009.99,-8.4,-1.88,3.45,-0.55,-0.43,0.14,1.43,-0.14,-13.2,779.0,-0.01319,-0.02,1.1,360,0.1
"('entry_threshold', 1.0)","('lookback_window', 300)","('p-value', 0.1)",-53564.57,-10.71,-2.43,4.41,-0.55,-0.47,0.17,5.26,-0.18,-14.66,853.0,-0.00461,-0.02,1.0,300,0.1
"('entry_threshold', 1.5)","('lookback_window', 260)","('p-value', 0.01)",-20907.02,-4.18,-0.92,1.68,-0.55,-0.2,0.17,2.82,-0.07,-5.54,902.0,-0.00326,-0.01,1.5,260,0.01
"('entry_threshold', 1.0)","('lookback_window', 200)","('p-value', 0.01)",-18290.77,-3.66,-0.8,1.45,-0.55,-0.35,0.16,-0.79,-0.06,-4.89,955.0,0.01019,-0.01,1.0,200,0.01
"('entry_threshold', 1.1)","('lookback_window', 320)","('p-value', 0.1)",-50022.87,-10.0,-2.26,4.03,-0.56,-0.44,0.2,2.23,-0.17,-11.21,843.0,-0.01012,-0.02,1.1,320,0.1
"('entry_threshold', 1.2)","('lookback_window', 320)","('p-value', 0.05)",-31465.7,-6.29,-1.4,2.49,-0.56,-0.39,0.2,-1.53,-0.11,-7.09,843.0,0.00915,-0.02,1.2,320,0.05
"('entry_threshold', 1.9)","('lookback_window', 200)","('p-value', 0.01)",-9017.31,-1.8,-0.39,0.7,-0.56,-0.2,0.18,-1.54,-0.03,-2.21,946.0,0.00255,-0.0,1.9,200,0.01
"('entry_threshold', 1.1)","('lookback_window', 200)","('p-value', 0.01)",-15990.25,-3.2,-0.7,1.26,-0.56,-0.32,0.16,-0.72,-0.05,-4.4,952.0,0.00976,-0.01,1.1,200,0.01
"('entry_threshold', 1.6)","('lookback_window', 320)","('p-value', 0.1)",-36422.02,-7.28,-1.63,2.88,-0.56,-0.36,0.18,5.73,-0.12,-9.05,840.0,-0.00284,-0.02,1.6,320,0.1
"('entry_threshold', 1.8)","('lookback_window', 200)","('p-value', 0.1)",-50605.86,-10.12,-2.29,4.08,-0.56,-0.34,0.18,8.57,-0.17,-12.54,929.0,-0.00267,-0.02,1.8,200,0.1
"('entry_threshold', 1.2)","('lookback_window', 260)","('p-value', 0.1)",-71594.64,-14.32,-3.29,5.81,-0.57,-0.42,0.19,1.02,-0.23,-16.95,897.0,-0.03244,-0.03,1.2,260,0.1
"('entry_threshold', 1.4)","('lookback_window', 260)","('p-value', 0.1)",-66364.09,-13.27,-3.04,5.22,-0.58,-0.43,0.18,1.07,-0.21,-16.54,897.0,-0.02852,-0.03,1.4,260,0.1
