level_0,level_1,level_2,Total Return ($),Total Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Treynor Ratio,Information Ratio,Max Drawdown (%),Max Drawdown Duration (days),Beta,Alpha,entry_threshold,lookback_window,p-value
"('entry_threshold', 1.8)","('lookback_window', 380)","('p-value', 0.05)",-686.73,-0.14,-0.03,1.43,-0.02,-0.01,0.01,0.04,-0.0,-2.61,775.0,-0.00726,0.0,1.8,380,0.05
"('entry_threshold', 1.7)","('lookback_window', 300)","('p-value', 0.1)",-1868.14,-0.37,-0.08,2.38,-0.03,-0.02,0.02,-0.1,-0.01,-4.74,855.0,0.00777,-0.0,1.7,300,0.1
"('entry_threshold', 1.7)","('lookback_window', 300)","('p-value', 0.05)",-1519.74,-0.3,-0.07,1.54,-0.04,-0.03,0.03,-0.09,-0.01,-2.13,844.0,0.00708,-0.0,1.7,300,0.05
"('entry_threshold', 1.0)","('lookback_window', 220)","('p-value', 0.05)",-3966.94,-0.79,-0.17,3.9,-0.04,-0.03,0.03,0.45,-0.01,-6.35,911.0,-0.00387,-0.0,1.0,220,0.05
"('entry_threshold', 1.7)","('lookback_window', 360)","('p-value', 0.05)",-1899.58,-0.38,-0.08,1.63,-0.05,-0.03,0.03,0.17,-0.01,-3.16,767.0,-0.00492,0.0,1.7,360,0.05
"('entry_threshold', 1.0)","('lookback_window', 240)","('p-value', 0.01)",-1579.06,-0.32,-0.07,1.52,-0.05,-0.03,0.02,-0.08,-0.01,-3.23,916.0,0.0091,-0.0,1.0,240,0.01
"('entry_threshold', 1.7)","('lookback_window', 240)","('p-value', 0.01)",-929.05,-0.19,-0.04,0.72,-0.06,-0.03,0.03,-0.14,-0.0,-1.42,859.0,0.00291,-0.0,1.7,240,0.01
"('entry_threshold', 1.4)","('lookback_window', 360)","('p-value', 0.05)",-3081.05,-0.62,-0.13,2.12,-0.06,-0.03,0.03,0.16,-0.01,-4.94,765.0,-0.00848,0.0,1.4,360,0.05
"('entry_threshold', 1.6)","('lookback_window', 260)","('p-value', 0.05)",-4815.44,-0.96,-0.21,3.03,-0.07,-0.04,0.04,0.13,-0.02,-5.74,896.0,-0.01589,0.0,1.6,260,0.05
"('entry_threshold', 1.1)","('lookback_window', 240)","('p-value', 0.01)",-2339.87,-0.47,-0.1,1.44,-0.07,-0.04,0.03,-0.13,-0.01,-3.12,917.0,0.00804,-0.0,1.1,240,0.01
"('entry_threshold', 1.8)","('lookback_window', 260)","('p-value', 0.05)",-3805.36,-0.76,-0.17,2.3,-0.07,-0.04,0.04,0.12,-0.01,-4.06,896.0,-0.01431,0.0,1.8,260,0.05
"('entry_threshold', 1.5)","('lookback_window', 240)","('p-value', 0.01)",-2382.56,-0.48,-0.1,1.26,-0.08,-0.03,0.03,-0.22,-0.01,-3.1,913.0,0.0046,-0.0,1.5,240,0.01
"('entry_threshold', 1.6)","('lookback_window', 280)","('p-value', 0.1)",-6087.9,-1.22,-0.27,3.4,-0.08,-0.06,0.06,0.56,-0.02,-4.66,880.0,-0.00471,-0.0,1.6,280,0.1
"('entry_threshold', 1.8)","('lookback_window', 220)","('p-value', 0.05)",-5091.0,-1.02,-0.22,2.57,-0.09,-0.04,0.04,-1.26,-0.02,-5.9,923.0,0.00175,-0.0,1.8,220,0.05
"('entry_threshold', 1.4)","('lookback_window', 260)","('p-value', 0.05)",-7078.38,-1.42,-0.31,3.34,-0.09,-0.06,0.05,0.26,-0.02,-6.2,899.0,-0.01193,-0.0,1.4,260,0.05
"('entry_threshold', 1.0)","('lookback_window', 360)","('p-value', 0.05)",-5382.83,-1.08,-0.23,2.57,-0.09,-0.06,0.05,0.31,-0.02,-4.48,778.0,-0.00753,-0.0,1.0,360,0.05
"('entry_threshold', 1.3)","('lookback_window', 380)","('p-value', 0.1)",-6328.46,-1.27,-0.28,3.03,-0.09,-0.07,0.04,0.13,-0.02,-6.71,761.0,-0.02105,0.0,1.3,380,0.1
"('entry_threshold', 1.9)","('lookback_window', 360)","('p-value', 0.01)",-1620.95,-0.32,-0.07,0.68,-0.1,-0.03,0.05,-1.92,-0.01,-1.36,798.0,0.00037,-0.0,1.9,360,0.01
"('entry_threshold', 1.7)","('lookback_window', 260)","('p-value', 0.05)",-6023.51,-1.2,-0.26,2.69,-0.1,-0.06,0.04,0.17,-0.02,-6.2,896.0,-0.0157,0.0,1.7,260,0.05
"('entry_threshold', 1.5)","('lookback_window', 380)","('p-value', 0.1)",-6035.34,-1.21,-0.26,2.55,-0.1,-0.07,0.05,0.15,-0.02,-4.97,768.0,-0.0174,-0.0,1.5,380,0.1
"('entry_threshold', 1.3)","('lookback_window', 360)","('p-value', 0.05)",-5237.8,-1.05,-0.23,2.25,-0.1,-0.06,0.04,0.34,-0.02,-5.34,768.0,-0.00663,-0.0,1.3,360,0.05
"('entry_threshold', 1.1)","('lookback_window', 260)","('p-value', 0.05)",-10190.13,-2.04,-0.45,3.98,-0.11,-0.08,0.06,0.3,-0.03,-7.32,898.0,-0.01494,-0.0,1.1,260,0.05
"('entry_threshold', 1.9)","('lookback_window', 360)","('p-value', 0.05)",-3478.55,-0.7,-0.15,1.41,-0.11,-0.05,0.05,0.28,-0.01,-2.93,779.0,-0.00531,-0.0,1.9,360,0.05
"('entry_threshold', 1.3)","('lookback_window', 380)","('p-value', 0.01)",-2619.12,-0.52,-0.11,1.01,-0.11,-0.04,0.08,-2.74,-0.01,-1.45,776.0,0.00041,-0.0,1.3,380,0.01
"('entry_threshold', 1.9)","('lookback_window', 220)","('p-value', 0.05)",-6086.62,-1.22,-0.27,2.51,-0.11,-0.04,0.05,-1.59,-0.02,-5.76,923.0,0.00166,-0.0,1.9,220,0.05
"('entry_threshold', 1.2)","('lookback_window', 240)","('p-value', 0.1)",-13858.34,-2.77,-0.61,5.52,-0.11,-0.12,0.05,0.16,-0.04,-11.74,906.0,-0.03818,0.0,1.2,240,0.1
"('entry_threshold', 1.9)","('lookback_window', 300)","('p-value', 0.05)",-3676.49,-0.74,-0.16,1.43,-0.11,-0.06,0.07,-0.38,-0.01,-2.25,847.0,0.00421,-0.0,1.9,300,0.05
"('entry_threshold', 1.8)","('lookback_window', 300)","('p-value', 0.05)",-3962.89,-0.79,-0.17,1.48,-0.12,-0.07,0.08,-0.23,-0.01,-2.25,842.0,0.00735,-0.0,1.8,300,0.05
"('entry_threshold', 1.8)","('lookback_window', 240)","('p-value', 0.01)",-1838.7,-0.37,-0.08,0.67,-0.12,-0.05,0.07,-0.26,-0.01,-1.22,878.0,0.00309,-0.0,1.8,240,0.01
"('entry_threshold', 1.5)","('lookback_window', 280)","('p-value', 0.05)",-5734.7,-1.15,-0.25,2.02,-0.12,-0.07,0.07,3.14,-0.02,-3.33,883.0,-0.0008,-0.0,1.5,280,0.05
"('entry_threshold', 1.5)","('lookback_window', 260)","('p-value', 0.05)",-8592.6,-1.72,-0.37,3.07,-0.12,-0.08,0.06,0.23,-0.03,-5.97,899.0,-0.01603,-0.0,1.5,260,0.05
"('entry_threshold', 1.2)","('lookback_window', 220)","('p-value', 0.01)",-2660.45,-0.53,-0.12,0.9,-0.13,-0.07,0.07,-0.41,-0.01,-1.62,928.0,0.0028,-0.0,1.2,220,0.01
"('entry_threshold', 1.7)","('lookback_window', 220)","('p-value', 0.05)",-8158.13,-1.63,-0.36,2.64,-0.13,-0.06,0.06,-2.21,-0.03,-6.15,923.0,0.00161,-0.0,1.7,220,0.05
"('entry_threshold', 1.1)","('lookback_window', 340)","('p-value', 0.05)",-9435.41,-1.89,-0.41,2.87,-0.14,-0.1,0.07,0.35,-0.03,-5.88,812.0,-0.01184,-0.0,1.1,340,0.05
"('entry_threshold', 1.2)","('lookback_window', 240)","('p-value', 0.01)",-4551.52,-0.91,-0.2,1.39,-0.14,-0.07,0.06,-0.27,-0.02,-3.29,918.0,0.00747,-0.0,1.2,240,0.01
"('entry_threshold', 1.4)","('lookback_window', 280)","('p-value', 0.05)",-6863.42,-1.37,-0.3,2.09,-0.14,-0.09,0.09,-2.14,-0.02,-3.48,883.0,0.0014,-0.0,1.4,280,0.05
"('entry_threshold', 1.5)","('lookback_window', 340)","('p-value', 0.05)",-7085.72,-1.42,-0.31,2.15,-0.14,-0.09,0.07,0.52,-0.02,-4.55,815.0,-0.00596,-0.0,1.5,340,0.05
"('entry_threshold', 1.2)","('lookback_window', 360)","('p-value', 0.05)",-7268.88,-1.45,-0.32,2.3,-0.14,-0.08,0.05,0.38,-0.02,-5.8,780.0,-0.00831,-0.0,1.2,360,0.05
"('entry_threshold', 1.1)","('lookback_window', 380)","('p-value', 0.01)",-3545.25,-0.71,-0.15,1.04,-0.15,-0.06,0.09,0.94,-0.01,-1.68,773.0,-0.00164,-0.0,1.1,380,0.01
"('entry_threshold', 1.8)","('lookback_window', 360)","('p-value', 0.1)",-7267.74,-1.45,-0.32,1.99,-0.16,-0.1,0.07,0.39,-0.02,-4.51,778.0,-0.00817,-0.0,1.8,360,0.1
"('entry_threshold', 1.2)","('lookback_window', 200)","('p-value', 0.01)",-4248.02,-0.85,-0.18,1.16,-0.16,-0.09,0.08,-0.23,-0.01,-2.34,925.0,0.00799,-0.0,1.2,200,0.01
"('entry_threshold', 1.2)","('lookback_window', 260)","('p-value', 0.05)",-13338.38,-2.67,-0.58,3.77,-0.16,-0.1,0.08,0.4,-0.04,-7.21,900.0,-0.01473,-0.0,1.2,260,0.05
"('entry_threshold', 1.0)","('lookback_window', 380)","('p-value', 0.01)",-3976.97,-0.8,-0.17,1.06,-0.16,-0.07,0.12,0.68,-0.01,-1.5,776.0,-0.00256,-0.0,1.0,380,0.01
"('entry_threshold', 1.8)","('lookback_window', 360)","('p-value', 0.01)",-2750.6,-0.55,-0.12,0.68,-0.17,-0.05,0.08,-2.84,-0.01,-1.53,795.0,0.00042,-0.0,1.8,360,0.01
"('entry_threshold', 1.2)","('lookback_window', 300)","('p-value', 0.1)",-14686.48,-2.94,-0.64,3.7,-0.17,-0.14,0.08,-0.82,-0.05,-8.33,857.0,0.00785,-0.01,1.2,300,0.1
"('entry_threshold', 1.2)","('lookback_window', 280)","('p-value', 0.1)",-16972.04,-3.39,-0.75,4.48,-0.17,-0.15,0.1,0.53,-0.05,-7.71,873.0,-0.01395,-0.0,1.2,280,0.1
"('entry_threshold', 1.1)","('lookback_window', 380)","('p-value', 0.1)",-13243.89,-2.65,-0.58,3.36,-0.17,-0.13,0.08,0.25,-0.04,-6.95,759.0,-0.02276,-0.0,1.1,380,0.1
"('entry_threshold', 1.5)","('lookback_window', 320)","('p-value', 0.01)",-2871.1,-0.57,-0.12,0.75,-0.17,-0.07,0.08,-1.31,-0.01,-1.5,831.0,0.00095,-0.0,1.5,320,0.01
"('entry_threshold', 1.0)","('lookback_window', 240)","('p-value', 0.05)",-15493.13,-3.1,-0.68,4.1,-0.17,-0.14,0.07,0.82,-0.05,-10.39,910.0,-0.00825,-0.0,1.0,240,0.05
"('entry_threshold', 1.0)","('lookback_window', 220)","('p-value', 0.1)",-25035.8,-5.01,-1.11,6.57,-0.17,-0.16,0.08,0.25,-0.07,-13.38,936.0,-0.04428,-0.0,1.0,220,0.1
"('entry_threshold', 1.5)","('lookback_window', 360)","('p-value', 0.05)",-8287.77,-1.66,-0.36,2.12,-0.17,-0.09,0.08,0.48,-0.03,-4.56,764.0,-0.00761,-0.0,1.5,360,0.05
"('entry_threshold', 1.0)","('lookback_window', 340)","('p-value', 0.05)",-12230.65,-2.45,-0.54,3.02,-0.18,-0.12,0.09,0.54,-0.04,-5.96,808.0,-0.00995,-0.0,1.0,340,0.05
"('entry_threshold', 1.3)","('lookback_window', 260)","('p-value', 0.05)",-14468.98,-2.89,-0.63,3.47,-0.18,-0.13,0.08,0.5,-0.05,-7.46,900.0,-0.01275,-0.0,1.3,260,0.05
"('entry_threshold', 1.9)","('lookback_window', 280)","('p-value', 0.01)",-2799.17,-0.56,-0.12,0.66,-0.18,-0.06,0.11,6.8,-0.01,-1.15,877.0,-0.00018,-0.0,1.9,280,0.01
"('entry_threshold', 1.7)","('lookback_window', 240)","('p-value', 0.05)",-8526.56,-1.71,-0.37,2.09,-0.18,-0.13,0.07,-0.58,-0.03,-5.33,917.0,0.00645,-0.0,1.7,240,0.05
"('entry_threshold', 1.8)","('lookback_window', 300)","('p-value', 0.1)",-9090.45,-1.82,-0.4,2.26,-0.18,-0.11,0.09,-0.61,-0.03,-4.67,854.0,0.00655,-0.01,1.8,300,0.1
"('entry_threshold', 1.4)","('lookback_window', 380)","('p-value', 0.01)",-4163.55,-0.83,-0.18,1.01,-0.18,-0.06,0.1,-2.04,-0.01,-1.79,776.0,0.00089,-0.0,1.4,380,0.01
"('entry_threshold', 1.3)","('lookback_window', 240)","('p-value', 0.1)",-19720.23,-3.94,-0.87,4.93,-0.18,-0.17,0.07,0.28,-0.06,-11.93,906.0,-0.03054,-0.0,1.3,240,0.1
"('entry_threshold', 1.1)","('lookback_window', 220)","('p-value', 0.01)",-3795.64,-0.76,-0.16,0.9,-0.18,-0.11,0.11,-0.56,-0.01,-1.54,932.0,0.00296,-0.0,1.1,220,0.01
"('entry_threshold', 1.5)","('lookback_window', 300)","('p-value', 0.01)",-6760.01,-1.35,-0.29,1.62,-0.18,-0.06,0.09,-5.37,-0.02,-3.43,808.0,0.00055,-0.0,1.5,300,0.01
"('entry_threshold', 1.3)","('lookback_window', 280)","('p-value', 0.1)",-17682.18,-3.54,-0.78,4.19,-0.19,-0.15,0.13,1.32,-0.06,-6.03,882.0,-0.00587,-0.01,1.3,280,0.1
"('entry_threshold', 1.1)","('lookback_window', 300)","('p-value', 0.01)",-7677.4,-1.54,-0.33,1.73,-0.19,-0.08,0.08,-2.75,-0.03,-4.02,845.0,0.00122,-0.0,1.1,300,0.01
"('entry_threshold', 1.5)","('lookback_window', 380)","('p-value', 0.05)",-7302.82,-1.46,-0.32,1.68,-0.19,-0.09,0.07,0.44,-0.02,-4.59,772.0,-0.00732,-0.0,1.5,380,0.05
"('entry_threshold', 1.3)","('lookback_window', 300)","('p-value', 0.01)",-7299.24,-1.46,-0.32,1.68,-0.19,-0.07,0.09,-1.65,-0.02,-3.58,832.0,0.00193,-0.0,1.3,300,0.01
"('entry_threshold', 1.1)","('lookback_window', 360)","('p-value', 0.01)",-4851.18,-0.97,-0.21,1.02,-0.21,-0.1,0.07,-1.87,-0.02,-2.91,798.0,0.00113,-0.0,1.1,360,0.01
"('entry_threshold', 1.4)","('lookback_window', 380)","('p-value', 0.1)",-14039.48,-2.81,-0.62,2.89,-0.21,-0.15,0.08,0.43,-0.05,-7.98,758.0,-0.01421,-0.0,1.4,380,0.1
"('entry_threshold', 1.0)","('lookback_window', 260)","('p-value', 0.05)",-20902.59,-4.18,-0.92,4.3,-0.21,-0.15,0.09,0.39,-0.07,-9.84,896.0,-0.02388,-0.0,1.0,260,0.05
"('entry_threshold', 1.9)","('lookback_window', 240)","('p-value', 0.05)",-9013.46,-1.8,-0.39,1.81,-0.22,-0.14,0.07,-0.86,-0.03,-5.41,917.0,0.00457,-0.0,1.9,240,0.05
"('entry_threshold', 1.5)","('lookback_window', 240)","('p-value', 0.05)",-13465.87,-2.69,-0.59,2.67,-0.22,-0.15,0.07,-1.02,-0.04,-8.25,916.0,0.00576,-0.01,1.5,240,0.05
"('entry_threshold', 1.3)","('lookback_window', 240)","('p-value', 0.05)",-15460.47,-3.09,-0.68,2.91,-0.23,-0.18,0.08,-2.63,-0.05,-8.02,909.0,0.00258,-0.01,1.3,240,0.05
"('entry_threshold', 1.6)","('lookback_window', 380)","('p-value', 0.05)",-8852.05,-1.77,-0.39,1.65,-0.23,-0.11,0.1,0.76,-0.03,-3.87,768.0,-0.00506,-0.0,1.6,380,0.05
"('entry_threshold', 1.9)","('lookback_window', 380)","('p-value', 0.05)",-6504.49,-1.3,-0.28,1.25,-0.23,-0.09,0.1,0.38,-0.02,-2.88,780.0,-0.00739,-0.0,1.9,380,0.05
"('entry_threshold', 1.6)","('lookback_window', 380)","('p-value', 0.1)",-13190.91,-2.64,-0.58,2.36,-0.24,-0.16,0.13,0.43,-0.04,-4.54,764.0,-0.01353,-0.0,1.6,380,0.1
"('entry_threshold', 1.6)","('lookback_window', 300)","('p-value', 0.1)",-15135.81,-3.03,-0.66,2.71,-0.24,-0.18,0.08,-0.93,-0.05,-7.82,859.0,0.00717,-0.01,1.6,300,0.1
"('entry_threshold', 1.8)","('lookback_window', 220)","('p-value', 0.1)",-18459.36,-3.69,-0.81,3.44,-0.24,-0.16,0.09,1.31,-0.06,-8.85,915.0,-0.00618,-0.01,1.8,220,0.1
"('entry_threshold', 1.3)","('lookback_window', 220)","('p-value', 0.05)",-18737.82,-3.75,-0.82,3.43,-0.24,-0.14,0.11,-8.01,-0.06,-7.66,902.0,0.00103,-0.01,1.3,220,0.05
"('entry_threshold', 1.9)","('lookback_window', 360)","('p-value', 0.1)",-10264.28,-2.05,-0.45,1.84,-0.24,-0.15,0.1,0.76,-0.03,-4.45,788.0,-0.00594,-0.0,1.9,360,0.1
"('entry_threshold', 1.8)","('lookback_window', 240)","('p-value', 0.05)",-10768.36,-2.15,-0.47,1.95,-0.24,-0.16,0.08,-0.86,-0.04,-6.22,917.0,0.00544,-0.01,1.8,240,0.05
"('entry_threshold', 1.0)","('lookback_window', 280)","('p-value', 0.01)",-8173.07,-1.63,-0.36,1.49,-0.24,-0.11,0.11,-18.0,-0.03,-3.25,851.0,0.0002,-0.0,1.0,280,0.01
"('entry_threshold', 1.2)","('lookback_window', 360)","('p-value', 0.01)",-5480.41,-1.1,-0.24,0.99,-0.24,-0.11,0.1,-0.92,-0.02,-2.45,799.0,0.00259,-0.0,1.2,360,0.01
"('entry_threshold', 1.1)","('lookback_window', 280)","('p-value', 0.01)",-8176.63,-1.64,-0.36,1.46,-0.24,-0.1,0.11,-5.13,-0.03,-3.25,877.0,0.00069,-0.0,1.1,280,0.01
"('entry_threshold', 1.2)","('lookback_window', 280)","('p-value', 0.01)",-8231.76,-1.65,-0.36,1.43,-0.25,-0.1,0.12,-7.83,-0.03,-2.96,871.0,0.00046,-0.0,1.2,280,0.01
"('entry_threshold', 1.6)","('lookback_window', 240)","('p-value', 0.01)",-6743.83,-1.35,-0.29,1.18,-0.25,-0.09,0.09,-1.01,-0.02,-3.34,913.0,0.00291,-0.0,1.6,240,0.01
"('entry_threshold', 1.0)","('lookback_window', 300)","('p-value', 0.01)",-10063.1,-2.01,-0.44,1.75,-0.25,-0.11,0.1,-3.01,-0.03,-4.46,851.0,0.00146,-0.0,1.0,300,0.01
"('entry_threshold', 1.4)","('lookback_window', 240)","('p-value', 0.01)",-7427.54,-1.49,-0.32,1.26,-0.26,-0.11,0.08,-0.57,-0.03,-3.82,913.0,0.00566,-0.0,1.4,240,0.01
"('entry_threshold', 1.3)","('lookback_window', 200)","('p-value', 0.01)",-6852.23,-1.37,-0.3,1.13,-0.26,-0.13,0.12,-0.33,-0.02,-2.53,938.0,0.00897,-0.0,1.3,200,0.01
"('entry_threshold', 1.9)","('lookback_window', 260)","('p-value', 0.05)",-12615.71,-2.52,-0.55,2.15,-0.26,-0.14,0.12,0.4,-0.04,-4.59,901.0,-0.01385,-0.0,1.9,260,0.05
"('entry_threshold', 1.6)","('lookback_window', 240)","('p-value', 0.05)",-15460.74,-3.09,-0.68,2.57,-0.26,-0.17,0.09,-1.06,-0.05,-7.27,903.0,0.0064,-0.01,1.6,240,0.05
"('entry_threshold', 1.1)","('lookback_window', 220)","('p-value', 0.05)",-22434.83,-4.49,-0.99,3.67,-0.27,-0.18,0.12,3.38,-0.07,-8.01,916.0,-0.00293,-0.01,1.1,220,0.05
"('entry_threshold', 1.1)","('lookback_window', 300)","('p-value', 0.1)",-25928.9,-5.19,-1.15,4.24,-0.27,-0.22,0.12,2.8,-0.08,-9.83,855.0,-0.0041,-0.01,1.1,300,0.1
"('entry_threshold', 1.6)","('lookback_window', 280)","('p-value', 0.01)",-8078.52,-1.62,-0.35,1.32,-0.27,-0.08,0.14,3.1,-0.03,-2.6,879.0,-0.00114,-0.0,1.6,280,0.01
